Source,CH1,CH2
-7.900000E-03,-2.640000E+00,-8.000004E-02
-7.896000E-03,-2.640000E+00,-1.600000E-01
-7.892000E-03,-2.720000E+00,-1.600000E-01
-7.888000E-03,-2.640000E+00,-1.600000E-01
-7.884000E-03,-2.640000E+00,-8.000004E-02
-7.880000E-03,-2.720000E+00,-8.000004E-02
-7.876000E-03,-2.640000E+00,-1.600000E-01
-7.872000E-03,-2.640000E+00,-8.000004E-02
-7.868000E-03,-2.640000E+00,-1.600000E-01
-7.864000E-03,-2.720000E+00,-1.600000E-01
-7.860000E-03,-2.640000E+00,-1.600000E-01
-7.856000E-03,-2.640000E+00,-8.000004E-02
-7.852000E-03,-2.640000E+00,-1.600000E-01
-7.848000E-03,-2.720000E+00,-1.600000E-01
-7.844000E-03,-2.720000E+00,-1.600000E-01
-7.840000E-03,-2.640000E+00,-5.960464E-08
-7.836000E-03,-2.640000E+00,-1.600000E-01
-7.832000E-03,-2.640000E+00,-5.960464E-08
-7.828000E-03,-2.640000E+00,-8.000004E-02
-7.824000E-03,-2.640000E+00,-8.000004E-02
-7.820000E-03,-2.640000E+00,-8.000004E-02
-7.816000E-03,-2.720000E+00,-1.600000E-01
-7.812000E-03,-2.720000E+00,-5.960464E-08
-7.808000E-03,-2.640000E+00,-8.000004E-02
-7.804000E-03,-2.640000E+00,-1.600000E-01
-7.800000E-03,-2.640000E+00,-5.960464E-08
-7.796000E-03,-2.720000E+00,-5.960464E-08
-7.792000E-03,-2.640000E+00,-8.000004E-02
-7.788000E-03,-2.720000E+00,-8.000004E-02
-7.784000E-03,-2.640000E+00,-1.600000E-01
-7.780000E-03,-2.640000E+00,-1.600000E-01
-7.776000E-03,-2.720000E+00,-1.600000E-01
-7.772000E-03,-2.640000E+00,-8.000004E-02
-7.768000E-03,-2.720000E+00,-8.000004E-02
-7.764000E-03,-2.560000E+00,-8.000004E-02
-7.760000E-03,-2.640000E+00,-1.600000E-01
-7.756000E-03,-2.720000E+00,-8.000004E-02
-7.752000E-03,-2.640000E+00,-1.600000E-01
-7.748000E-03,-2.640000E+00,-8.000004E-02
-7.744000E-03,-2.560000E+00,-1.600000E-01
-7.740000E-03,-2.640000E+00,-1.600000E-01
-7.736000E-03,-2.640000E+00,-1.600000E-01
-7.732000E-03,-2.640000E+00,-8.000004E-02
-7.728000E-03,-2.720000E+00,-8.000004E-02
-7.724000E-03,-2.720000E+00,-8.000004E-02
-7.720000E-03,-2.640000E+00,-8.000004E-02
-7.716000E-03,-2.720000E+00,-8.000004E-02
-7.712000E-03,-2.640000E+00,-1.600000E-01
-7.708000E-03,-2.720000E+00,-8.000004E-02
-7.704000E-03,-2.720000E+00,-8.000004E-02
-7.700000E-03,-2.640000E+00,-5.960464E-08
-7.696000E-03,-2.640000E+00,-8.000004E-02
-7.692000E-03,-2.640000E+00,-8.000004E-02
-7.688000E-03,-2.720000E+00,-8.000004E-02
-7.684000E-03,-2.560000E+00,-1.600000E-01
-7.680000E-03,-2.640000E+00,-8.000004E-02
-7.676000E-03,-2.720000E+00,-8.000004E-02
-7.672000E-03,-2.720000E+00,-8.000004E-02
-7.668000E-03,-2.640000E+00,-1.600000E-01
-7.664000E-03,-2.640000E+00,-1.600000E-01
-7.660000E-03,-2.640000E+00,-8.000004E-02
-7.656000E-03,-2.560000E+00,-1.600000E-01
-7.652000E-03,-2.560000E+00,-8.000004E-02
-7.648000E-03,-2.640000E+00,-8.000004E-02
-7.644000E-03,-2.720000E+00,-1.600000E-01
-7.640000E-03,-2.640000E+00,-8.000004E-02
-7.636000E-03,-2.720000E+00,-1.600000E-01
-7.632000E-03,-2.560000E+00,-1.600000E-01
-7.628000E-03,-2.640000E+00,-8.000004E-02
-7.624000E-03,-2.640000E+00,-5.960464E-08
-7.620000E-03,-2.720000E+00,-1.600000E-01
-7.616000E-03,-2.640000E+00,-8.000004E-02
-7.612000E-03,-2.640000E+00,-8.000004E-02
-7.608000E-03,-2.720000E+00,-1.600000E-01
-7.604000E-03,-2.640000E+00,-8.000004E-02
-7.600000E-03,-2.640000E+00,-5.960464E-08
-7.596000E-03,-2.640000E+00,-8.000004E-02
-7.592000E-03,-2.640000E+00,-1.600000E-01
-7.588000E-03,-2.640000E+00,-1.600000E-01
-7.584000E-03,-2.640000E+00,-8.000004E-02
-7.580000E-03,-2.560000E+00,-8.000004E-02
-7.576000E-03,-2.640000E+00,-8.000004E-02
-7.572000E-03,-2.560000E+00,-8.000004E-02
-7.568000E-03,-2.720000E+00,-8.000004E-02
-7.564000E-03,-2.640000E+00,-8.000004E-02
-7.560000E-03,-2.640000E+00,-8.000004E-02
-7.556000E-03,-2.720000E+00,-1.600000E-01
-7.552000E-03,-2.720000E+00,-8.000004E-02
-7.548000E-03,-2.640000E+00,-8.000004E-02
-7.544000E-03,-2.720000E+00,-8.000004E-02
-7.540000E-03,-2.720000E+00,-5.960464E-08
-7.536000E-03,-2.560000E+00,-1.600000E-01
-7.532000E-03,-2.640000E+00,-8.000004E-02
-7.528000E-03,-2.560000E+00,-1.600000E-01
-7.524000E-03,-2.640000E+00,-5.960464E-08
-7.520000E-03,-2.640000E+00,-8.000004E-02
-7.516000E-03,-2.720000E+00,-8.000004E-02
-7.512000E-03,-2.560000E+00,-1.600000E-01
-7.508000E-03,-2.640000E+00,-8.000004E-02
-7.504000E-03,-2.560000E+00,-8.000004E-02
-7.500000E-03,-2.560000E+00,-1.600000E-01
-7.496000E-03,-2.640000E+00,-8.000004E-02
-7.492000E-03,-2.640000E+00,-8.000004E-02
-7.488000E-03,-2.720000E+00,-1.600000E-01
-7.484000E-03,-2.560000E+00,-5.960464E-08
-7.480000E-03,-2.720000E+00,-5.960464E-08
-7.476000E-03,-2.560000E+00,-8.000004E-02
-7.472000E-03,-2.720000E+00,-8.000004E-02
-7.468000E-03,-2.720000E+00,-8.000004E-02
-7.464000E-03,-2.640000E+00,-8.000004E-02
-7.460000E-03,-2.640000E+00,-8.000004E-02
-7.456000E-03,-2.640000E+00,-1.600000E-01
-7.452000E-03,-2.560000E+00,-8.000004E-02
-7.448000E-03,-2.560000E+00,-1.600000E-01
-7.444000E-03,-2.640000E+00,-8.000004E-02
-7.440000E-03,-2.640000E+00,-1.600000E-01
-7.436000E-03,-2.640000E+00,-8.000004E-02
-7.432000E-03,-2.720000E+00,-1.600000E-01
-7.428000E-03,-2.640000E+00,-5.960464E-08
-7.424000E-03,-2.720000E+00,-1.600000E-01
-7.420000E-03,-2.640000E+00,-8.000004E-02
-7.416000E-03,-2.720000E+00,-1.600000E-01
-7.412000E-03,-2.560000E+00,-5.960464E-08
-7.408000E-03,-2.560000E+00,-1.600000E-01
-7.404000E-03,-2.640000E+00,-1.600000E-01
-7.400000E-03,-2.640000E+00,-8.000004E-02
-7.396000E-03,-2.640000E+00,-8.000004E-02
-7.392000E-03,-2.640000E+00,-8.000004E-02
-7.388000E-03,-2.640000E+00,-1.600000E-01
-7.384000E-03,-2.640000E+00,-8.000004E-02
-7.380000E-03,-2.560000E+00,-1.600000E-01
-7.376000E-03,-2.560000E+00,-1.600000E-01
-7.372000E-03,-2.640000E+00,-8.000004E-02
-7.368000E-03,-2.640000E+00,-1.600000E-01
-7.364000E-03,-2.560000E+00,-1.600000E-01
-7.360000E-03,-2.640000E+00,-8.000004E-02
-7.356000E-03,-2.560000E+00,-8.000004E-02
-7.352000E-03,-2.640000E+00,-5.960464E-08
-7.348000E-03,-2.640000E+00,-5.960464E-08
-7.344000E-03,-2.640000E+00,-1.600000E-01
-7.340000E-03,-2.560000E+00,-1.600000E-01
-7.336000E-03,-2.640000E+00,-8.000004E-02
-7.332000E-03,-2.720000E+00,-8.000004E-02
-7.328000E-03,-2.720000E+00,-1.600000E-01
-7.324000E-03,-2.640000E+00,-8.000004E-02
-7.320000E-03,-2.640000E+00,-1.600000E-01
-7.316000E-03,-2.640000E+00,-1.600000E-01
-7.312000E-03,-2.720000E+00,-8.000004E-02
-7.308000E-03,-2.560000E+00,-1.600000E-01
-7.304000E-03,-2.560000E+00,-1.600000E-01
-7.300000E-03,-2.720000E+00,-1.600000E-01
-7.296000E-03,-2.640000E+00,-1.600000E-01
-7.292000E-03,-2.560000E+00,-8.000004E-02
-7.288000E-03,-2.560000E+00,-1.600000E-01
-7.284000E-03,-2.720000E+00,-1.600000E-01
-7.280000E-03,-2.720000E+00,-1.600000E-01
-7.276000E-03,-2.560000E+00,-1.600000E-01
-7.272000E-03,-2.640000E+00,-1.600000E-01
-7.268000E-03,-2.720000E+00,-8.000004E-02
-7.264000E-03,-2.560000E+00,-1.600000E-01
-7.260000E-03,-2.560000E+00,-1.600000E-01
-7.256000E-03,-2.640000E+00,-1.600000E-01
-7.252000E-03,-2.720000E+00,-1.600000E-01
-7.248000E-03,-2.640000E+00,-8.000004E-02
-7.244000E-03,-2.560000E+00,-1.600000E-01
-7.240000E-03,-2.720000E+00,-1.600000E-01
-7.236000E-03,-2.640000E+00,-1.600000E-01
-7.232000E-03,-2.560000E+00,-8.000004E-02
-7.228000E-03,-2.640000E+00,-1.600000E-01
-7.224000E-03,-2.640000E+00,-8.000004E-02
-7.220000E-03,-2.720000E+00,-5.960464E-08
-7.216000E-03,-2.640000E+00,-8.000004E-02
-7.212000E-03,-2.640000E+00,-1.600000E-01
-7.208000E-03,-2.720000E+00,-8.000004E-02
-7.204000E-03,-2.560000E+00,-1.600000E-01
-7.200000E-03,-2.640000E+00,-1.600000E-01
-7.196000E-03,-2.560000E+00,-1.600000E-01
-7.192000E-03,-2.640000E+00,-1.600000E-01
-7.188000E-03,-2.640000E+00,-8.000004E-02
-7.184000E-03,-2.560000E+00,-1.600000E-01
-7.180000E-03,-2.560000E+00,-1.600000E-01
-7.176000E-03,-2.720000E+00,-1.600000E-01
-7.172000E-03,-2.560000E+00,-1.600000E-01
-7.168000E-03,-2.560000E+00,-1.600000E-01
-7.164000E-03,-2.640000E+00,-5.960464E-08
-7.160000E-03,-2.640000E+00,-8.000004E-02
-7.156000E-03,-2.720000E+00,-8.000004E-02
-7.152000E-03,-2.640000E+00,-8.000004E-02
-7.148000E-03,-2.720000E+00,-1.600000E-01
-7.144000E-03,-2.640000E+00,-8.000004E-02
-7.140000E-03,-2.640000E+00,-1.600000E-01
-7.136000E-03,-2.560000E+00,-1.600000E-01
-7.132000E-03,-2.720000E+00,-5.960464E-08
-7.128000E-03,-2.640000E+00,-8.000004E-02
-7.124000E-03,-2.560000E+00,-8.000004E-02
-7.120000E-03,-2.640000E+00,-1.600000E-01
-7.116000E-03,-2.640000E+00,-5.960464E-08
-7.112000E-03,-2.720000E+00,-8.000004E-02
-7.108000E-03,-2.720000E+00,-8.000004E-02
-7.104000E-03,-2.560000E+00,-8.000004E-02
-7.100000E-03,-2.640000E+00,-8.000004E-02
-7.096000E-03,-2.640000E+00,-8.000004E-02
-7.092000E-03,-2.640000E+00,-1.600000E-01
-7.088000E-03,-2.720000E+00,-1.600000E-01
-7.084000E-03,-2.720000E+00,-8.000004E-02
-7.080000E-03,-2.560000E+00,-5.960464E-08
-7.076000E-03,-2.720000E+00,-8.000004E-02
-7.072000E-03,-2.560000E+00,-1.600000E-01
-7.068000E-03,-2.640000E+00,-1.600000E-01
-7.064000E-03,-2.640000E+00,-8.000004E-02
-7.060000E-03,-2.640000E+00,-1.600000E-01
-7.056000E-03,-2.560000E+00,-8.000004E-02
-7.052000E-03,-2.560000E+00,-1.600000E-01
-7.048000E-03,-2.640000E+00,-8.000004E-02
-7.044000E-03,-2.640000E+00,-1.600000E-01
-7.040000E-03,-2.640000E+00,-1.600000E-01
-7.036000E-03,-2.560000E+00,-8.000004E-02
-7.032000E-03,-2.640000E+00,-1.600000E-01
-7.028000E-03,-2.640000E+00,-1.600000E-01
-7.024000E-03,-2.640000E+00,-1.600000E-01
-7.020000E-03,-2.640000E+00,-8.000004E-02
-7.016000E-03,-2.720000E+00,-8.000004E-02
-7.012000E-03,-2.560000E+00,-1.600000E-01
-7.008000E-03,-2.640000E+00,-1.600000E-01
-7.004000E-03,-2.560000E+00,-8.000004E-02
-7.000000E-03,-2.560000E+00,-8.000004E-02
-6.996000E-03,-2.640000E+00,-8.000004E-02
-6.992000E-03,-2.720000E+00,-1.600000E-01
-6.988000E-03,-2.560000E+00,-1.600000E-01
-6.984000E-03,-2.640000E+00,-1.600000E-01
-6.980000E-03,-2.560000E+00,-8.000004E-02
-6.976000E-03,-2.640000E+00,-8.000004E-02
-6.972000E-03,-2.640000E+00,-1.600000E-01
-6.968000E-03,-2.640000E+00,-1.600000E-01
-6.964000E-03,-2.560000E+00,-5.960464E-08
-6.960000E-03,-2.640000E+00,-5.960464E-08
-6.956000E-03,-2.560000E+00,-8.000004E-02
-6.952000E-03,-2.640000E+00,-1.600000E-01
-6.948000E-03,-2.560000E+00,-1.600000E-01
-6.944000E-03,-2.640000E+00,-8.000004E-02
-6.940000E-03,-2.720000E+00,-8.000004E-02
-6.936000E-03,-2.560000E+00,-1.600000E-01
-6.932000E-03,-2.720000E+00,-1.600000E-01
-6.928000E-03,-2.720000E+00,-1.600000E-01
-6.924000E-03,-2.640000E+00,-1.600000E-01
-6.920000E-03,-2.560000E+00,-8.000004E-02
-6.916000E-03,-2.560000E+00,-8.000004E-02
-6.912000E-03,-2.560000E+00,-8.000004E-02
-6.908000E-03,-2.640000E+00,-1.600000E-01
-6.904000E-03,-2.560000E+00,-8.000004E-02
-6.900000E-03,-2.640000E+00,-8.000004E-02
-6.896000E-03,-2.640000E+00,-8.000004E-02
-6.892000E-03,-2.640000E+00,-1.600000E-01
-6.888000E-03,-2.560000E+00,-1.600000E-01
-6.884000E-03,-2.640000E+00,-8.000004E-02
-6.880000E-03,-2.560000E+00,-5.960464E-08
-6.876000E-03,-2.640000E+00,-8.000004E-02
-6.872000E-03,-2.640000E+00,-1.600000E-01
-6.868000E-03,-2.640000E+00,-8.000004E-02
-6.864000E-03,-2.640000E+00,-1.600000E-01
-6.860000E-03,-2.640000E+00,-8.000004E-02
-6.856000E-03,-2.640000E+00,-1.600000E-01
-6.852000E-03,-2.560000E+00,-8.000004E-02
-6.848000E-03,-2.640000E+00,-8.000004E-02
-6.844000E-03,-2.640000E+00,-8.000004E-02
-6.840000E-03,-2.720000E+00,-8.000004E-02
-6.836000E-03,-2.560000E+00,-1.600000E-01
-6.832000E-03,-2.720000E+00,-8.000004E-02
-6.828000E-03,-2.560000E+00,-5.960464E-08
-6.824000E-03,-2.640000E+00,-1.600000E-01
-6.820000E-03,-2.640000E+00,-8.000004E-02
-6.816000E-03,-2.560000E+00,-1.600000E-01
-6.812000E-03,-2.640000E+00,-1.600000E-01
-6.808000E-03,-2.720000E+00,-8.000004E-02
-6.804000E-03,-2.640000E+00,-8.000004E-02
-6.800000E-03,-2.640000E+00,-1.600000E-01
-6.796000E-03,-2.560000E+00,-8.000004E-02
-6.792000E-03,-2.640000E+00,-5.960464E-08
-6.788000E-03,-2.640000E+00,-5.960464E-08
-6.784000E-03,-2.560000E+00,-1.600000E-01
-6.780000E-03,-2.560000E+00,-8.000004E-02
-6.776000E-03,-2.480000E+00,-8.000004E-02
-6.772000E-03,-2.640000E+00,-1.600000E-01
-6.768000E-03,-2.640000E+00,-8.000004E-02
-6.764000E-03,-2.560000E+00,-8.000004E-02
-6.760000E-03,-2.640000E+00,-8.000004E-02
-6.756000E-03,-2.640000E+00,-8.000004E-02
-6.752000E-03,-2.640000E+00,-5.960464E-08
-6.748000E-03,-2.640000E+00,-8.000004E-02
-6.744000E-03,-2.640000E+00,-1.600000E-01
-6.740000E-03,-2.560000E+00,-5.960464E-08
-6.736000E-03,-2.640000E+00,-1.600000E-01
-6.732000E-03,-2.560000E+00,-1.600000E-01
-6.728000E-03,-2.560000E+00,-8.000004E-02
-6.724000E-03,-2.560000E+00,-1.600000E-01
-6.720000E-03,-2.640000E+00,-5.960464E-08
-6.716000E-03,-2.560000E+00,-8.000004E-02
-6.712000E-03,-2.560000E+00,-8.000004E-02
-6.708000E-03,-2.560000E+00,-5.960464E-08
-6.704000E-03,-2.640000E+00,-8.000004E-02
-6.700000E-03,-2.640000E+00,-8.000004E-02
-6.696000E-03,-2.560000E+00,-1.600000E-01
-6.692000E-03,-2.560000E+00,-1.600000E-01
-6.688000E-03,-2.560000E+00,-5.960464E-08
-6.684000E-03,-2.640000E+00,-5.960464E-08
-6.680000E-03,-2.640000E+00,-1.600000E-01
-6.676000E-03,-2.560000E+00,-8.000004E-02
-6.672000E-03,-2.560000E+00,-1.600000E-01
-6.668000E-03,-2.560000E+00,-8.000004E-02
-6.664000E-03,-2.560000E+00,-1.600000E-01
-6.660000E-03,-2.640000E+00,-8.000004E-02
-6.656000E-03,-2.640000E+00,-8.000004E-02
-6.652000E-03,-2.640000E+00,-1.600000E-01
-6.648000E-03,-2.640000E+00,-8.000004E-02
-6.644000E-03,-2.640000E+00,-8.000004E-02
-6.640000E-03,-2.560000E+00,-5.960464E-08
-6.636000E-03,-2.560000E+00,-8.000004E-02
-6.632000E-03,-2.560000E+00,-5.960464E-08
-6.628000E-03,-2.640000E+00,-8.000004E-02
-6.624000E-03,-2.560000E+00,-8.000004E-02
-6.620000E-03,-2.640000E+00,-1.600000E-01
-6.616000E-03,-2.640000E+00,-8.000004E-02
-6.612000E-03,-2.560000E+00,-1.600000E-01
-6.608000E-03,-2.560000E+00,-8.000004E-02
-6.604000E-03,-2.560000E+00,-8.000004E-02
-6.600000E-03,-2.640000E+00,-8.000004E-02
-6.596000E-03,-2.560000E+00,-1.600000E-01
-6.592000E-03,-2.640000E+00,-8.000004E-02
-6.588000E-03,-2.640000E+00,-8.000004E-02
-6.584000E-03,-2.480000E+00,-5.960464E-08
-6.580000E-03,-2.560000E+00,-8.000004E-02
-6.576000E-03,-2.480000E+00,-1.600000E-01
-6.572000E-03,-2.480000E+00,-5.960464E-08
-6.568000E-03,-2.560000E+00,-1.600000E-01
-6.564000E-03,-2.560000E+00,-5.960464E-08
-6.560000E-03,-2.640000E+00,-5.960464E-08
-6.556000E-03,-2.640000E+00,-1.600000E-01
-6.552000E-03,-2.640000E+00,-1.600000E-01
-6.548000E-03,-2.560000E+00,-1.600000E-01
-6.544000E-03,-2.560000E+00,-1.600000E-01
-6.540000E-03,-2.640000E+00,-8.000004E-02
-6.536000E-03,-2.560000E+00,-8.000004E-02
-6.532000E-03,-2.640000E+00,-8.000004E-02
-6.528000E-03,-2.640000E+00,-1.600000E-01
-6.524000E-03,-2.560000E+00,-1.600000E-01
-6.520000E-03,-2.560000E+00,-1.600000E-01
-6.516000E-03,-2.560000E+00,-1.600000E-01
-6.512000E-03,-2.640000E+00,-8.000004E-02
-6.508000E-03,-2.560000E+00,-1.600000E-01
-6.504000E-03,-2.640000E+00,-8.000004E-02
-6.500000E-03,-2.560000E+00,-8.000004E-02
-6.496000E-03,-2.560000E+00,-1.600000E-01
-6.492000E-03,-2.560000E+00,-8.000004E-02
-6.488000E-03,-2.560000E+00,-8.000004E-02
-6.484000E-03,-2.560000E+00,-1.600000E-01
-6.480000E-03,-2.640000E+00,-1.600000E-01
-6.476000E-03,-2.560000E+00,-5.960464E-08
-6.472000E-03,-2.640000E+00,-8.000004E-02
-6.468000E-03,-2.640000E+00,-8.000004E-02
-6.464000E-03,-2.640000E+00,-8.000004E-02
-6.460000E-03,-2.480000E+00,-8.000004E-02
-6.456000E-03,-2.640000E+00,-1.600000E-01
-6.452000E-03,-2.640000E+00,-8.000004E-02
-6.448000E-03,-2.560000E+00,-1.600000E-01
-6.444000E-03,-2.640000E+00,-1.600000E-01
-6.440000E-03,-2.640000E+00,-8.000004E-02
-6.436000E-03,-2.640000E+00,-8.000004E-02
-6.432000E-03,-2.560000E+00,-1.600000E-01
-6.428000E-03,-2.640000E+00,-8.000004E-02
-6.424000E-03,-2.560000E+00,-8.000004E-02
-6.420000E-03,-2.560000E+00,-1.600000E-01
-6.416000E-03,-2.560000E+00,-8.000004E-02
-6.412000E-03,-2.560000E+00,-1.600000E-01
-6.408000E-03,-2.640000E+00,-8.000004E-02
-6.404000E-03,-2.560000E+00,-5.960464E-08
-6.400000E-03,-2.560000E+00,-1.600000E-01
-6.396000E-03,-2.560000E+00,-8.000004E-02
-6.392000E-03,-2.560000E+00,-8.000004E-02
-6.388000E-03,-2.640000E+00,-8.000004E-02
-6.384000E-03,-2.560000E+00,-8.000004E-02
-6.380000E-03,-2.640000E+00,-1.600000E-01
-6.376000E-03,-2.560000E+00,-8.000004E-02
-6.372000E-03,-2.640000E+00,-8.000004E-02
-6.368000E-03,-2.560000E+00,-8.000004E-02
-6.364000E-03,-2.640000E+00,-1.600000E-01
-6.360000E-03,-2.640000E+00,-1.600000E-01
-6.356000E-03,-2.640000E+00,-8.000004E-02
-6.352000E-03,-2.560000E+00,-8.000004E-02
-6.348000E-03,-2.560000E+00,-5.960464E-08
-6.344000E-03,-2.560000E+00,-8.000004E-02
-6.340000E-03,-2.560000E+00,-1.600000E-01
-6.336000E-03,-2.560000E+00,-5.960464E-08
-6.332000E-03,-2.640000E+00,-1.600000E-01
-6.328000E-03,-2.560000E+00,-1.600000E-01
-6.324000E-03,-2.640000E+00,-1.600000E-01
-6.320000E-03,-2.560000E+00,-1.600000E-01
-6.316000E-03,-2.640000E+00,-8.000004E-02
-6.312000E-03,-2.640000E+00,-1.600000E-01
-6.308000E-03,-2.640000E+00,-1.600000E-01
-6.304000E-03,-2.640000E+00,-1.600000E-01
-6.300000E-03,-2.640000E+00,-1.600000E-01
-6.296000E-03,-2.560000E+00,-8.000004E-02
-6.292000E-03,-2.560000E+00,-8.000004E-02
-6.288000E-03,-2.560000E+00,-8.000004E-02
-6.284000E-03,-2.640000E+00,-1.600000E-01
-6.280000E-03,-2.480000E+00,-5.960464E-08
-6.276000E-03,-2.560000E+00,-1.600000E-01
-6.272000E-03,-2.560000E+00,-1.600000E-01
-6.268000E-03,-2.480000E+00,-8.000004E-02
-6.264000E-03,-2.560000E+00,-1.600000E-01
-6.260000E-03,-2.640000E+00,-8.000004E-02
-6.256000E-03,-2.560000E+00,-8.000004E-02
-6.252000E-03,-2.640000E+00,-8.000004E-02
-6.248000E-03,-2.640000E+00,-8.000004E-02
-6.244000E-03,-2.640000E+00,-1.600000E-01
-6.240000E-03,-2.560000E+00,-8.000004E-02
-6.236000E-03,-2.560000E+00,-1.600000E-01
-6.232000E-03,-2.560000E+00,-1.600000E-01
-6.228000E-03,-2.560000E+00,-8.000004E-02
-6.224000E-03,-2.560000E+00,-8.000004E-02
-6.220000E-03,-2.560000E+00,-8.000004E-02
-6.216000E-03,-2.560000E+00,-5.960464E-08
-6.212000E-03,-2.560000E+00,-5.960464E-08
-6.208000E-03,-2.560000E+00,-1.600000E-01
-6.204000E-03,-2.560000E+00,-8.000004E-02
-6.200000E-03,-2.640000E+00,-1.600000E-01
-6.196000E-03,-2.560000E+00,-5.960464E-08
-6.192000E-03,-2.640000E+00,-1.600000E-01
-6.188000E-03,-2.480000E+00,-5.960464E-08
-6.184000E-03,-2.640000E+00,-1.600000E-01
-6.180000E-03,-2.560000E+00,-1.600000E-01
-6.176000E-03,-2.560000E+00,-8.000004E-02
-6.172000E-03,-2.560000E+00,-8.000004E-02
-6.168000E-03,-2.640000E+00,-5.960464E-08
-6.164000E-03,-2.560000E+00,-1.600000E-01
-6.160000E-03,-2.560000E+00,-8.000004E-02
-6.156000E-03,-2.640000E+00,-8.000004E-02
-6.152000E-03,-2.640000E+00,-1.600000E-01
-6.148000E-03,-2.480000E+00,-1.600000E-01
-6.144000E-03,-2.560000E+00,-8.000004E-02
-6.140000E-03,-2.560000E+00,-8.000004E-02
-6.136000E-03,-2.560000E+00,-8.000004E-02
-6.132000E-03,-2.640000E+00,-8.000004E-02
-6.128000E-03,-2.560000E+00,-5.960464E-08
-6.124000E-03,-2.480000E+00,-8.000004E-02
-6.120000E-03,-2.560000E+00,-1.600000E-01
-6.116000E-03,-2.480000E+00,-8.000004E-02
-6.112000E-03,-2.560000E+00,-5.960464E-08
-6.108000E-03,-2.640000E+00,-1.600000E-01
-6.104000E-03,-2.560000E+00,-5.960464E-08
-6.100000E-03,-2.480000E+00,-1.600000E-01
-6.096000E-03,-2.560000E+00,-5.960464E-08
-6.092000E-03,-2.640000E+00,-8.000004E-02
-6.088000E-03,-2.480000E+00,-8.000004E-02
-6.084000E-03,-2.560000E+00,-8.000004E-02
-6.080000E-03,-2.480000E+00,-8.000004E-02
-6.076000E-03,-2.560000E+00,-1.600000E-01
-6.072000E-03,-2.480000E+00,-8.000004E-02
-6.068000E-03,-2.560000E+00,-8.000004E-02
-6.064000E-03,-2.560000E+00,-5.960464E-08
-6.060000E-03,-2.640000E+00,-8.000004E-02
-6.056000E-03,-2.640000E+00,-1.600000E-01
-6.052000E-03,-2.560000E+00,-8.000004E-02
-6.048000E-03,-2.560000E+00,-1.600000E-01
-6.044000E-03,-2.640000E+00,-1.600000E-01
-6.040000E-03,-2.560000E+00,-1.600000E-01
-6.036000E-03,-2.480000E+00,-8.000004E-02
-6.032000E-03,-2.640000E+00,-1.600000E-01
-6.028000E-03,-2.640000E+00,-1.600000E-01
-6.024000E-03,-2.560000E+00,-8.000004E-02
-6.020000E-03,-2.640000E+00,-8.000004E-02
-6.016000E-03,-2.640000E+00,-1.600000E-01
-6.012000E-03,-2.560000E+00,-8.000004E-02
-6.008000E-03,-2.480000E+00,-8.000004E-02
-6.004000E-03,-2.560000E+00,-8.000004E-02
-6.000000E-03,-2.560000E+00,-1.600000E-01
-5.996000E-03,-2.560000E+00,-1.600000E-01
-5.992000E-03,-2.560000E+00,-8.000004E-02
-5.988000E-03,-2.480000E+00,-1.600000E-01
-5.984000E-03,-2.560000E+00,-8.000004E-02
-5.980000E-03,-2.560000E+00,-5.960464E-08
-5.976000E-03,-2.560000E+00,-1.600000E-01
-5.972000E-03,-2.640000E+00,-1.600000E-01
-5.968000E-03,-2.640000E+00,-8.000004E-02
-5.964000E-03,-2.560000E+00,-8.000004E-02
-5.960000E-03,-2.560000E+00,-1.600000E-01
-5.956000E-03,-2.560000E+00,-8.000004E-02
-5.952000E-03,-2.560000E+00,-1.600000E-01
-5.948000E-03,-2.640000E+00,-1.600000E-01
-5.944000E-03,-2.560000E+00,-8.000004E-02
-5.940000E-03,-2.560000E+00,-1.600000E-01
-5.936000E-03,-2.480000E+00,-1.600000E-01
-5.932000E-03,-2.560000E+00,-1.600000E-01
-5.928000E-03,-2.560000E+00,-8.000004E-02
-5.924000E-03,-2.480000E+00,-1.600000E-01
-5.920000E-03,-2.560000E+00,-8.000004E-02
-5.916000E-03,-2.480000E+00,-1.600000E-01
-5.912000E-03,-2.560000E+00,-5.960464E-08
-5.908000E-03,-2.560000E+00,-8.000004E-02
-5.904000E-03,-2.560000E+00,-1.600000E-01
-5.900000E-03,-2.560000E+00,-1.600000E-01
-5.896000E-03,-2.480000E+00,-8.000004E-02
-5.892000E-03,-2.560000E+00,-5.960464E-08
-5.888000E-03,-2.560000E+00,-1.600000E-01
-5.884000E-03,-2.640000E+00,-1.600000E-01
-5.880000E-03,-2.480000E+00,-8.000004E-02
-5.876000E-03,-2.480000E+00,-8.000004E-02
-5.872000E-03,-2.560000E+00,-1.600000E-01
-5.868000E-03,-2.560000E+00,-8.000004E-02
-5.864000E-03,-2.560000E+00,-1.600000E-01
-5.860000E-03,-2.560000E+00,-1.600000E-01
-5.856000E-03,-2.560000E+00,-5.960464E-08
-5.852000E-03,-2.560000E+00,-8.000004E-02
-5.848000E-03,-2.480000E+00,-1.600000E-01
-5.844000E-03,-2.560000E+00,-8.000004E-02
-5.840000E-03,-2.480000E+00,-1.600000E-01
-5.836000E-03,-2.560000E+00,-1.600000E-01
-5.832000E-03,-2.560000E+00,-1.600000E-01
