Source,CH1,CH2
-6.635600E-02,-6.560000E+00,-1.600000E-01
-6.635200E-02,-6.560000E+00,-5.960464E-08
-6.634800E-02,-6.480000E+00,-5.960464E-08
-6.634400E-02,-6.480000E+00,-5.960464E-08
-6.634000E-02,-6.560000E+00,-1.600000E-01
-6.633600E-02,-6.480000E+00,-1.600000E-01
-6.633200E-02,-6.640000E+00,-1.600000E-01
-6.632800E-02,-6.560000E+00,-5.960464E-08
-6.632400E-02,-6.560000E+00,-8.000004E-02
-6.632000E-02,-6.560000E+00,-1.600000E-01
-6.631600E-02,-6.640000E+00,-5.960464E-08
-6.631200E-02,-6.480000E+00,-1.600000E-01
-6.630800E-02,-6.640000E+00,-1.600000E-01
-6.630400E-02,-6.480000E+00,-1.600000E-01
-6.630000E-02,-6.480000E+00,-1.600000E-01
-6.629600E-02,-6.560000E+00,-1.600000E-01
-6.629200E-02,-6.480000E+00,-1.600000E-01
-6.628800E-02,-6.560000E+00,-2.400000E-01
-6.628400E-02,-6.560000E+00,-1.600000E-01
-6.628000E-02,-6.480000E+00,-1.600000E-01
-6.627600E-02,-6.560000E+00,-1.600000E-01
-6.627200E-02,-6.560000E+00,-1.600000E-01
-6.626800E-02,-6.480000E+00,-8.000004E-02
-6.626400E-02,-6.480000E+00,-1.600000E-01
-6.626000E-02,-6.480000E+00,-1.600000E-01
-6.625600E-02,-6.560000E+00,-1.600000E-01
-6.625200E-02,-6.640000E+00,-2.400000E-01
-6.624800E-02,-6.560000E+00,-2.400000E-01
-6.624400E-02,-6.560000E+00,-1.600000E-01
-6.624000E-02,-6.480000E+00,-2.400000E-01
-6.623600E-02,-6.560000E+00,-1.600000E-01
-6.623200E-02,-6.480000E+00,-2.400000E-01
-6.622800E-02,-6.640000E+00,-2.400000E-01
-6.622400E-02,-6.560000E+00,-1.600000E-01
-6.622000E-02,-6.560000E+00,-2.400000E-01
-6.621600E-02,-6.480000E+00,-1.600000E-01
-6.621200E-02,-6.560000E+00,-2.400000E-01
-6.620800E-02,-6.480000E+00,-2.400000E-01
-6.620400E-02,-6.480000E+00,-2.400000E-01
-6.620000E-02,-6.560000E+00,-2.400000E-01
-6.619600E-02,-6.480000E+00,-2.400000E-01
-6.619200E-02,-6.560000E+00,-3.200000E-01
-6.618800E-02,-6.480000E+00,-2.400000E-01
-6.618400E-02,-6.480000E+00,-1.600000E-01
-6.618000E-02,-6.480000E+00,-2.400000E-01
-6.617600E-02,-6.480000E+00,-2.400000E-01
-6.617200E-02,-6.560000E+00,-2.400000E-01
-6.616800E-02,-6.560000E+00,-2.400000E-01
-6.616400E-02,-6.480000E+00,-3.200000E-01
-6.616000E-02,-6.480000E+00,-2.400000E-01
-6.615600E-02,-6.560000E+00,-2.400000E-01
-6.615200E-02,-6.560000E+00,-3.200000E-01
-6.614800E-02,-6.560000E+00,-2.400000E-01
-6.614400E-02,-6.480000E+00,-2.400000E-01
-6.614000E-02,-6.560000E+00,-3.200000E-01
-6.613600E-02,-6.480000E+00,-2.400000E-01
-6.613200E-02,-6.480000E+00,-3.200000E-01
-6.612800E-02,-6.480000E+00,-3.200000E-01
-6.612400E-02,-6.480000E+00,-3.200000E-01
-6.612000E-02,-6.560000E+00,-3.200000E-01
-6.611600E-02,-6.560000E+00,-2.400000E-01
-6.611200E-02,-6.560000E+00,-3.200000E-01
-6.610800E-02,-6.480000E+00,-3.200000E-01
-6.610400E-02,-6.480000E+00,-3.200000E-01
-6.610000E-02,-6.560000E+00,-3.200000E-01
-6.609600E-02,-6.480000E+00,-4.000000E-01
-6.609200E-02,-6.560000E+00,-3.200000E-01
-6.608800E-02,-6.560000E+00,-3.200000E-01
-6.608400E-02,-6.560000E+00,-3.200000E-01
-6.608000E-02,-6.560000E+00,-3.200000E-01
-6.607600E-02,-6.400000E+00,-3.200000E-01
-6.607200E-02,-6.480000E+00,-3.200000E-01
-6.606800E-02,-6.480000E+00,-3.200000E-01
-6.606400E-02,-6.480000E+00,-2.400000E-01
-6.606000E-02,-6.480000E+00,-3.200000E-01
-6.605600E-02,-6.640000E+00,-3.200000E-01
-6.605200E-02,-6.480000E+00,-3.200000E-01
-6.604800E-02,-6.560000E+00,-2.400000E-01
-6.604400E-02,-6.480000E+00,-3.200000E-01
-6.604000E-02,-6.640000E+00,-3.200000E-01
-6.603600E-02,-6.480000E+00,-4.000000E-01
-6.603200E-02,-6.480000E+00,-3.200000E-01
-6.602800E-02,-6.560000E+00,-3.200000E-01
-6.602400E-02,-6.560000E+00,-2.400000E-01
-6.602000E-02,-6.480000E+00,-4.000000E-01
-6.601600E-02,-6.480000E+00,-4.000000E-01
-6.601200E-02,-6.480000E+00,-4.000000E-01
-6.600800E-02,-6.480000E+00,-4.000000E-01
-6.600400E-02,-6.480000E+00,-4.000000E-01
-6.600000E-02,-6.480000E+00,-3.200000E-01
-6.599600E-02,-6.480000E+00,-4.000000E-01
-6.599200E-02,-6.480000E+00,-3.200000E-01
-6.598800E-02,-6.480000E+00,-4.000000E-01
-6.598400E-02,-6.480000E+00,-3.200000E-01
-6.598000E-02,-6.560000E+00,-3.200000E-01
-6.597600E-02,-6.480000E+00,-4.000000E-01
-6.597200E-02,-6.560000E+00,-3.200000E-01
-6.596800E-02,-6.480000E+00,-3.200000E-01
-6.596400E-02,-6.480000E+00,-4.000000E-01
-6.596000E-02,-6.480000E+00,-4.000000E-01
-6.595600E-02,-6.480000E+00,-4.000000E-01
-6.595200E-02,-6.480000E+00,-4.000000E-01
-6.594800E-02,-6.560000E+00,-4.000000E-01
-6.594400E-02,-6.480000E+00,-4.000000E-01
-6.594000E-02,-6.480000E+00,-4.000000E-01
-6.593600E-02,-6.480000E+00,-4.000000E-01
-6.593200E-02,-6.480000E+00,-4.000000E-01
-6.592800E-02,-6.480000E+00,-4.800000E-01
-6.592400E-02,-6.480000E+00,-4.000000E-01
-6.592000E-02,-6.480000E+00,-4.800000E-01
-6.591600E-02,-6.480000E+00,-4.000000E-01
-6.591200E-02,-6.560000E+00,-4.000000E-01
-6.590800E-02,-6.560000E+00,-4.000000E-01
-6.590400E-02,-6.480000E+00,-4.000000E-01
-6.590000E-02,-6.480000E+00,-4.000000E-01
-6.589600E-02,-6.480000E+00,-4.000000E-01
-6.589200E-02,-6.480000E+00,-4.800000E-01
-6.588800E-02,-6.480000E+00,-4.800000E-01
-6.588400E-02,-6.480000E+00,-3.200000E-01
-6.588000E-02,-6.560000E+00,-4.000000E-01
-6.587600E-02,-6.480000E+00,-4.800000E-01
-6.587200E-02,-6.480000E+00,-4.000000E-01
-6.586800E-02,-6.480000E+00,-4.800000E-01
-6.586400E-02,-6.480000E+00,-4.000000E-01
-6.586000E-02,-6.480000E+00,-4.000000E-01
-6.585600E-02,-6.400000E+00,-4.000000E-01
-6.585200E-02,-6.480000E+00,-4.800000E-01
-6.584800E-02,-6.480000E+00,-4.800000E-01
-6.584400E-02,-6.480000E+00,-4.800000E-01
-6.584000E-02,-6.480000E+00,-4.000000E-01
-6.583600E-02,-6.480000E+00,-4.000000E-01
-6.583200E-02,-6.480000E+00,-4.800000E-01
-6.582800E-02,-6.480000E+00,-4.800000E-01
-6.582400E-02,-6.480000E+00,-4.800000E-01
-6.582000E-02,-6.480000E+00,-4.800000E-01
-6.581600E-02,-6.400000E+00,-4.000000E-01
-6.581200E-02,-6.480000E+00,-4.800000E-01
-6.580800E-02,-6.400000E+00,-4.800000E-01
-6.580400E-02,-6.480000E+00,-4.800000E-01
-6.580000E-02,-6.480000E+00,-4.800000E-01
-6.579600E-02,-6.400000E+00,-3.200000E-01
-6.579200E-02,-6.480000E+00,-4.800000E-01
-6.578800E-02,-6.560000E+00,-4.000000E-01
-6.578400E-02,-6.480000E+00,-4.000000E-01
-6.578000E-02,-6.400000E+00,-4.800000E-01
-6.577600E-02,-6.480000E+00,-4.000000E-01
-6.577200E-02,-6.480000E+00,-4.800000E-01
-6.576800E-02,-6.400000E+00,-3.200000E-01
-6.576400E-02,-6.480000E+00,-4.000000E-01
-6.576000E-02,-6.480000E+00,-4.800000E-01
-6.575600E-02,-6.480000E+00,-5.600000E-01
-6.575200E-02,-6.480000E+00,-4.000000E-01
-6.574800E-02,-6.560000E+00,-4.800000E-01
-6.574400E-02,-6.480000E+00,-4.000000E-01
-6.574000E-02,-6.480000E+00,-4.800000E-01
-6.573600E-02,-6.480000E+00,-4.800000E-01
-6.573200E-02,-6.480000E+00,-4.800000E-01
-6.572800E-02,-6.480000E+00,-5.600000E-01
-6.572400E-02,-6.480000E+00,-4.800000E-01
-6.572000E-02,-6.480000E+00,-4.800000E-01
-6.571600E-02,-6.480000E+00,-4.800000E-01
-6.571200E-02,-6.480000E+00,-4.800000E-01
-6.570800E-02,-6.480000E+00,-4.800000E-01
-6.570400E-02,-6.480000E+00,-4.800000E-01
-6.570000E-02,-6.560000E+00,-5.600000E-01
-6.569600E-02,-6.480000E+00,-4.800000E-01
-6.569200E-02,-6.480000E+00,-5.600000E-01
-6.568800E-02,-6.480000E+00,-4.800000E-01
-6.568400E-02,-6.480000E+00,-4.000000E-01
-6.568000E-02,-6.480000E+00,-4.800000E-01
-6.567600E-02,-6.480000E+00,-4.800000E-01
-6.567200E-02,-6.480000E+00,-4.800000E-01
-6.566800E-02,-6.480000E+00,-4.800000E-01
-6.566400E-02,-6.480000E+00,-4.800000E-01
-6.566000E-02,-6.400000E+00,-4.800000E-01
-6.565600E-02,-6.480000E+00,-5.600000E-01
-6.565200E-02,-6.400000E+00,-4.800000E-01
-6.564800E-02,-6.560000E+00,-4.000000E-01
-6.564400E-02,-6.480000E+00,-5.600000E-01
-6.564000E-02,-6.480000E+00,-4.800000E-01
-6.563600E-02,-6.560000E+00,-4.800000E-01
-6.563200E-02,-6.480000E+00,-4.800000E-01
-6.562800E-02,-6.400000E+00,-5.600000E-01
-6.562400E-02,-6.400000E+00,-4.000000E-01
-6.562000E-02,-6.400000E+00,-4.800000E-01
-6.561600E-02,-6.480000E+00,-4.800000E-01
-6.561200E-02,-6.400000E+00,-4.800000E-01
-6.560800E-02,-6.560000E+00,-5.600000E-01
-6.560400E-02,-6.480000E+00,-4.800000E-01
-6.560000E-02,-6.480000E+00,-4.800000E-01
-6.559600E-02,-6.480000E+00,-5.600000E-01
-6.559200E-02,-6.480000E+00,-5.600000E-01
-6.558800E-02,-6.400000E+00,-4.800000E-01
-6.558400E-02,-6.480000E+00,-4.800000E-01
-6.558000E-02,-6.400000E+00,-5.600000E-01
-6.557600E-02,-6.480000E+00,-4.800000E-01
-6.557200E-02,-6.560000E+00,-5.600000E-01
-6.556800E-02,-6.480000E+00,-4.800000E-01
-6.556400E-02,-6.560000E+00,-5.600000E-01
-6.556000E-02,-6.480000E+00,-4.800000E-01
-6.555600E-02,-6.480000E+00,-4.800000E-01
-6.555200E-02,-6.480000E+00,-4.800000E-01
-6.554800E-02,-6.480000E+00,-4.000000E-01
-6.554400E-02,-6.480000E+00,-5.600000E-01
-6.554000E-02,-6.480000E+00,-4.800000E-01
-6.553600E-02,-6.480000E+00,-4.800000E-01
-6.553200E-02,-6.480000E+00,-4.800000E-01
-6.552800E-02,-6.480000E+00,-4.800000E-01
-6.552400E-02,-6.480000E+00,-4.800000E-01
-6.552000E-02,-6.480000E+00,-5.600000E-01
-6.551600E-02,-6.480000E+00,-5.600000E-01
-6.551200E-02,-6.480000E+00,-5.600000E-01
-6.550800E-02,-6.400000E+00,-4.800000E-01
-6.550400E-02,-6.480000E+00,-4.800000E-01
-6.550000E-02,-6.560000E+00,-4.800000E-01
-6.549600E-02,-6.400000E+00,-4.800000E-01
-6.549200E-02,-6.480000E+00,-5.600000E-01
-6.548800E-02,-6.560000E+00,-4.800000E-01
-6.548400E-02,-6.400000E+00,-4.800000E-01
-6.548000E-02,-6.480000E+00,-4.800000E-01
-6.547600E-02,-6.400000E+00,-4.800000E-01
-6.547200E-02,-6.400000E+00,-5.600000E-01
-6.546800E-02,-6.480000E+00,-4.800000E-01
-6.546400E-02,-6.480000E+00,-4.000000E-01
-6.546000E-02,-6.400000E+00,-4.800000E-01
-6.545600E-02,-6.400000E+00,-4.800000E-01
-6.545200E-02,-6.400000E+00,-4.800000E-01
-6.544800E-02,-6.480000E+00,-4.800000E-01
-6.544400E-02,-6.480000E+00,-5.600000E-01
-6.544000E-02,-6.480000E+00,-4.800000E-01
-6.543600E-02,-6.400000E+00,-5.600000E-01
-6.543200E-02,-6.480000E+00,-4.000000E-01
-6.542800E-02,-6.480000E+00,-4.800000E-01
-6.542400E-02,-6.480000E+00,-5.600000E-01
-6.542000E-02,-6.480000E+00,-4.000000E-01
-6.541600E-02,-6.480000E+00,-5.600000E-01
-6.541200E-02,-6.480000E+00,-5.600000E-01
-6.540800E-02,-6.480000E+00,-4.800000E-01
-6.540400E-02,-6.400000E+00,-4.800000E-01
-6.540000E-02,-6.480000E+00,-4.000000E-01
-6.539600E-02,-6.400000E+00,-4.800000E-01
-6.539200E-02,-6.400000E+00,-4.800000E-01
-6.538800E-02,-6.480000E+00,-4.800000E-01
-6.538400E-02,-6.400000E+00,-4.800000E-01
-6.538000E-02,-6.480000E+00,-4.800000E-01
-6.537600E-02,-6.480000E+00,-4.000000E-01
-6.537200E-02,-6.480000E+00,-5.600000E-01
-6.536800E-02,-6.560000E+00,-4.800000E-01
-6.536400E-02,-6.400000E+00,-4.800000E-01
-6.536000E-02,-6.400000E+00,-5.600000E-01
-6.535600E-02,-6.400000E+00,-4.800000E-01
-6.535200E-02,-6.400000E+00,-4.800000E-01
-6.534800E-02,-6.480000E+00,-5.600000E-01
-6.534400E-02,-6.480000E+00,-4.000000E-01
-6.534000E-02,-6.480000E+00,-4.800000E-01
-6.533600E-02,-6.400000E+00,-4.800000E-01
-6.533200E-02,-6.400000E+00,-4.800000E-01
-6.532800E-02,-6.560000E+00,-5.600000E-01
-6.532400E-02,-6.480000E+00,-5.600000E-01
-6.532000E-02,-6.400000E+00,-4.800000E-01
-6.531600E-02,-6.400000E+00,-4.800000E-01
-6.531200E-02,-6.480000E+00,-4.800000E-01
-6.530800E-02,-6.560000E+00,-4.000000E-01
-6.530400E-02,-6.400000E+00,-5.600000E-01
-6.530000E-02,-6.560000E+00,-4.800000E-01
-6.529600E-02,-6.400000E+00,-4.800000E-01
-6.529200E-02,-6.480000E+00,-4.000000E-01
-6.528800E-02,-6.480000E+00,-4.800000E-01
-6.528400E-02,-6.400000E+00,-5.600000E-01
-6.528000E-02,-6.400000E+00,-4.800000E-01
-6.527600E-02,-6.480000E+00,-4.800000E-01
-6.527200E-02,-6.480000E+00,-4.800000E-01
-6.526800E-02,-6.400000E+00,-5.600000E-01
-6.526400E-02,-6.480000E+00,-4.800000E-01
-6.526000E-02,-6.480000E+00,-4.800000E-01
-6.525600E-02,-6.400000E+00,-4.800000E-01
-6.525200E-02,-6.480000E+00,-4.800000E-01
-6.524800E-02,-6.400000E+00,-4.000000E-01
-6.524400E-02,-6.400000E+00,-4.800000E-01
-6.524000E-02,-6.480000E+00,-5.600000E-01
-6.523600E-02,-6.480000E+00,-4.800000E-01
-6.523200E-02,-6.480000E+00,-4.800000E-01
-6.522800E-02,-6.400000E+00,-4.800000E-01
-6.522400E-02,-6.400000E+00,-5.600000E-01
-6.522000E-02,-6.480000E+00,-5.600000E-01
-6.521600E-02,-6.400000E+00,-4.000000E-01
-6.521200E-02,-6.480000E+00,-4.000000E-01
-6.520800E-02,-6.400000E+00,-4.000000E-01
-6.520400E-02,-6.480000E+00,-4.800000E-01
-6.520000E-02,-6.480000E+00,-4.800000E-01
-6.519600E-02,-6.400000E+00,-4.800000E-01
-6.519200E-02,-6.400000E+00,-4.800000E-01
-6.518800E-02,-6.400000E+00,-4.800000E-01
-6.518400E-02,-6.480000E+00,-4.800000E-01
-6.518000E-02,-6.400000E+00,-4.000000E-01
-6.517600E-02,-6.400000E+00,-4.800000E-01
-6.517200E-02,-6.400000E+00,-4.800000E-01
-6.516800E-02,-6.400000E+00,-4.800000E-01
-6.516400E-02,-6.480000E+00,-5.600000E-01
-6.516000E-02,-6.400000E+00,-4.800000E-01
-6.515600E-02,-6.560000E+00,-4.800000E-01
-6.515200E-02,-6.400000E+00,-5.600000E-01
-6.514800E-02,-6.400000E+00,-4.800000E-01
-6.514400E-02,-6.480000E+00,-4.000000E-01
-6.514000E-02,-6.400000E+00,-4.800000E-01
-6.513600E-02,-6.400000E+00,-4.800000E-01
-6.513200E-02,-6.480000E+00,-4.000000E-01
-6.512800E-02,-6.400000E+00,-4.800000E-01
-6.512400E-02,-6.480000E+00,-4.800000E-01
-6.512000E-02,-6.400000E+00,-4.800000E-01
-6.511600E-02,-6.400000E+00,-4.800000E-01
-6.511200E-02,-6.400000E+00,-4.800000E-01
-6.510800E-02,-6.400000E+00,-4.800000E-01
-6.510400E-02,-6.400000E+00,-4.800000E-01
-6.510000E-02,-6.400000E+00,-4.800000E-01
-6.509600E-02,-6.400000E+00,-4.800000E-01
-6.509200E-02,-6.480000E+00,-4.800000E-01
-6.508800E-02,-6.400000E+00,-4.800000E-01
-6.508400E-02,-6.400000E+00,-4.800000E-01
-6.508000E-02,-6.400000E+00,-4.800000E-01
-6.507600E-02,-6.400000E+00,-4.000000E-01
-6.507200E-02,-6.400000E+00,-4.800000E-01
-6.506800E-02,-6.400000E+00,-4.800000E-01
-6.506400E-02,-6.480000E+00,-4.800000E-01
-6.506000E-02,-6.400000E+00,-4.800000E-01
-6.505600E-02,-6.400000E+00,-4.000000E-01
-6.505200E-02,-6.400000E+00,-4.800000E-01
-6.504800E-02,-6.400000E+00,-4.800000E-01
-6.504400E-02,-6.400000E+00,-4.800000E-01
-6.504000E-02,-6.480000E+00,-4.800000E-01
-6.503600E-02,-6.480000E+00,-4.800000E-01
-6.503200E-02,-6.480000E+00,-4.800000E-01
-6.502800E-02,-6.480000E+00,-3.200000E-01
-6.502400E-02,-6.400000E+00,-4.000000E-01
-6.502000E-02,-6.400000E+00,-4.800000E-01
-6.501600E-02,-6.400000E+00,-4.800000E-01
-6.501200E-02,-6.400000E+00,-4.800000E-01
-6.500800E-02,-6.400000E+00,-4.800000E-01
-6.500400E-02,-6.400000E+00,-4.800000E-01
-6.500000E-02,-6.400000E+00,-4.800000E-01
-6.499600E-02,-6.480000E+00,-4.000000E-01
-6.499200E-02,-6.480000E+00,-4.000000E-01
-6.498800E-02,-6.400000E+00,-4.800000E-01
-6.498400E-02,-6.400000E+00,-4.000000E-01
-6.498000E-02,-6.480000E+00,-4.800000E-01
-6.497600E-02,-6.480000E+00,-4.800000E-01
-6.497200E-02,-6.480000E+00,-4.800000E-01
-6.496800E-02,-6.400000E+00,-4.000000E-01
-6.496400E-02,-6.400000E+00,-4.800000E-01
-6.496000E-02,-6.400000E+00,-4.800000E-01
-6.495600E-02,-6.400000E+00,-4.800000E-01
-6.495200E-02,-6.400000E+00,-4.800000E-01
-6.494800E-02,-6.480000E+00,-4.800000E-01
-6.494400E-02,-6.480000E+00,-4.800000E-01
-6.494000E-02,-6.400000E+00,-4.800000E-01
-6.493600E-02,-6.400000E+00,-4.000000E-01
-6.493200E-02,-6.400000E+00,-4.800000E-01
-6.492800E-02,-6.400000E+00,-4.800000E-01
-6.492400E-02,-6.400000E+00,-4.800000E-01
-6.492000E-02,-6.400000E+00,-4.800000E-01
-6.491600E-02,-6.320000E+00,-4.000000E-01
-6.491200E-02,-6.480000E+00,-4.000000E-01
-6.490800E-02,-6.400000E+00,-4.800000E-01
-6.490400E-02,-6.480000E+00,-4.000000E-01
-6.490000E-02,-6.400000E+00,-3.200000E-01
-6.489600E-02,-6.400000E+00,-4.000000E-01
-6.489200E-02,-6.400000E+00,-4.800000E-01
-6.488800E-02,-6.400000E+00,-4.000000E-01
-6.488400E-02,-6.400000E+00,-4.000000E-01
-6.488000E-02,-6.400000E+00,-4.800000E-01
-6.487600E-02,-6.400000E+00,-4.800000E-01
-6.487200E-02,-6.400000E+00,-4.800000E-01
-6.486800E-02,-6.400000E+00,-4.000000E-01
-6.486400E-02,-6.400000E+00,-4.800000E-01
-6.486000E-02,-6.400000E+00,-3.200000E-01
-6.485600E-02,-6.400000E+00,-4.000000E-01
-6.485200E-02,-6.400000E+00,-3.200000E-01
-6.484800E-02,-6.400000E+00,-4.800000E-01
-6.484400E-02,-6.400000E+00,-4.000000E-01
-6.484000E-02,-6.560000E+00,-4.000000E-01
-6.483600E-02,-6.400000E+00,-4.000000E-01
-6.483200E-02,-6.480000E+00,-4.000000E-01
-6.482800E-02,-6.480000E+00,-4.000000E-01
-6.482400E-02,-6.400000E+00,-4.000000E-01
-6.482000E-02,-6.400000E+00,-4.000000E-01
-6.481600E-02,-6.400000E+00,-4.000000E-01
-6.481200E-02,-6.400000E+00,-4.000000E-01
-6.480800E-02,-6.400000E+00,-4.000000E-01
-6.480400E-02,-6.400000E+00,-4.800000E-01
-6.480000E-02,-6.480000E+00,-4.000000E-01
-6.479600E-02,-6.400000E+00,-4.000000E-01
-6.479200E-02,-6.400000E+00,-4.000000E-01
-6.478800E-02,-6.480000E+00,-3.200000E-01
-6.478400E-02,-6.480000E+00,-4.000000E-01
-6.478000E-02,-6.480000E+00,-3.200000E-01
-6.477600E-02,-6.400000E+00,-4.800000E-01
-6.477200E-02,-6.400000E+00,-4.000000E-01
-6.476800E-02,-6.400000E+00,-4.800000E-01
-6.476400E-02,-6.480000E+00,-4.000000E-01
-6.476000E-02,-6.400000E+00,-3.200000E-01
-6.475600E-02,-6.400000E+00,-4.000000E-01
-6.475200E-02,-6.400000E+00,-4.000000E-01
-6.474800E-02,-6.400000E+00,-4.000000E-01
-6.474400E-02,-6.400000E+00,-4.000000E-01
-6.474000E-02,-6.400000E+00,-4.000000E-01
-6.473600E-02,-6.400000E+00,-4.000000E-01
-6.473200E-02,-6.400000E+00,-4.000000E-01
-6.472800E-02,-6.400000E+00,-3.200000E-01
-6.472400E-02,-6.400000E+00,-3.200000E-01
-6.472000E-02,-6.400000E+00,-4.000000E-01
-6.471600E-02,-6.400000E+00,-3.200000E-01
-6.471200E-02,-6.400000E+00,-4.000000E-01
-6.470800E-02,-6.400000E+00,-2.400000E-01
-6.470400E-02,-6.400000E+00,-4.000000E-01
-6.470000E-02,-6.400000E+00,-4.000000E-01
-6.469600E-02,-6.400000E+00,-3.200000E-01
-6.469200E-02,-6.400000E+00,-4.000000E-01
-6.468800E-02,-6.320000E+00,-4.000000E-01
-6.468400E-02,-6.400000E+00,-3.200000E-01
-6.468000E-02,-6.400000E+00,-4.000000E-01
-6.467600E-02,-6.400000E+00,-3.200000E-01
-6.467200E-02,-6.400000E+00,-3.200000E-01
-6.466800E-02,-6.400000E+00,-4.000000E-01
-6.466400E-02,-6.400000E+00,-4.000000E-01
-6.466000E-02,-6.400000E+00,-4.000000E-01
-6.465600E-02,-6.480000E+00,-4.000000E-01
-6.465200E-02,-6.400000E+00,-3.200000E-01
-6.464800E-02,-6.480000E+00,-4.000000E-01
-6.464400E-02,-6.400000E+00,-4.000000E-01
-6.464000E-02,-6.400000E+00,-4.000000E-01
-6.463600E-02,-6.320000E+00,-4.000000E-01
-6.463200E-02,-6.400000E+00,-3.200000E-01
-6.462800E-02,-6.400000E+00,-4.000000E-01
-6.462400E-02,-6.400000E+00,-4.000000E-01
-6.462000E-02,-6.480000E+00,-3.200000E-01
-6.461600E-02,-6.400000E+00,-4.000000E-01
-6.461200E-02,-6.400000E+00,-4.000000E-01
-6.460800E-02,-6.400000E+00,-3.200000E-01
-6.460400E-02,-6.400000E+00,-4.000000E-01
-6.460000E-02,-6.400000E+00,-4.000000E-01
-6.459600E-02,-6.480000E+00,-3.200000E-01
-6.459200E-02,-6.320000E+00,-4.000000E-01
-6.458800E-02,-6.480000E+00,-3.200000E-01
-6.458400E-02,-6.400000E+00,-3.200000E-01
-6.458000E-02,-6.400000E+00,-3.200000E-01
-6.457600E-02,-6.400000E+00,-3.200000E-01
-6.457200E-02,-6.320000E+00,-3.200000E-01
-6.456800E-02,-6.400000E+00,-3.200000E-01
-6.456400E-02,-6.480000E+00,-3.200000E-01
-6.456000E-02,-6.400000E+00,-4.000000E-01
-6.455600E-02,-6.400000E+00,-3.200000E-01
-6.455200E-02,-6.400000E+00,-4.000000E-01
-6.454800E-02,-6.400000E+00,-4.000000E-01
-6.454400E-02,-6.480000E+00,-4.000000E-01
-6.454000E-02,-6.400000E+00,-3.200000E-01
-6.453600E-02,-6.400000E+00,-3.200000E-01
-6.453200E-02,-6.400000E+00,-3.200000E-01
-6.452800E-02,-6.480000E+00,-3.200000E-01
-6.452400E-02,-6.400000E+00,-3.200000E-01
-6.452000E-02,-6.400000E+00,-2.400000E-01
-6.451600E-02,-6.320000E+00,-4.000000E-01
-6.451200E-02,-6.400000E+00,-3.200000E-01
-6.450800E-02,-6.400000E+00,-3.200000E-01
-6.450400E-02,-6.400000E+00,-4.000000E-01
-6.450000E-02,-6.400000E+00,-4.000000E-01
-6.449600E-02,-6.400000E+00,-3.200000E-01
-6.449200E-02,-6.400000E+00,-3.200000E-01
-6.448800E-02,-6.400000E+00,-2.400000E-01
-6.448400E-02,-6.320000E+00,-3.200000E-01
-6.448000E-02,-6.400000E+00,-3.200000E-01
-6.447600E-02,-6.320000E+00,-4.000000E-01
-6.447200E-02,-6.320000E+00,-3.200000E-01
-6.446800E-02,-6.400000E+00,-4.000000E-01
-6.446400E-02,-6.480000E+00,-3.200000E-01
-6.446000E-02,-6.400000E+00,-3.200000E-01
-6.445600E-02,-6.400000E+00,-3.200000E-01
-6.445200E-02,-6.400000E+00,-2.400000E-01
-6.444800E-02,-6.400000E+00,-2.400000E-01
-6.444400E-02,-6.480000E+00,-3.200000E-01
-6.444000E-02,-6.400000E+00,-3.200000E-01
-6.443600E-02,-6.400000E+00,-3.200000E-01
-6.443200E-02,-6.400000E+00,-3.200000E-01
-6.442800E-02,-6.400000E+00,-4.000000E-01
-6.442400E-02,-6.480000E+00,-3.200000E-01
-6.442000E-02,-6.400000E+00,-3.200000E-01
-6.441600E-02,-6.400000E+00,-3.200000E-01
-6.441200E-02,-6.400000E+00,-3.200000E-01
-6.440800E-02,-6.400000E+00,-4.000000E-01
-6.440400E-02,-6.400000E+00,-3.200000E-01
-6.440000E-02,-6.400000E+00,-3.200000E-01
-6.439600E-02,-6.400000E+00,-3.200000E-01
-6.439200E-02,-6.400000E+00,-3.200000E-01
-6.438800E-02,-6.320000E+00,-3.200000E-01
-6.438400E-02,-6.400000E+00,-3.200000E-01
-6.438000E-02,-6.320000E+00,-4.000000E-01
-6.437600E-02,-6.320000E+00,-3.200000E-01
-6.437200E-02,-6.400000E+00,-2.400000E-01
-6.436800E-02,-6.320000E+00,-3.200000E-01
-6.436400E-02,-6.320000E+00,-2.400000E-01
-6.436000E-02,-6.400000E+00,-3.200000E-01
-6.435600E-02,-6.400000E+00,-2.400000E-01
-6.435200E-02,-6.400000E+00,-3.200000E-01
-6.434800E-02,-6.320000E+00,-3.200000E-01
-6.434400E-02,-6.400000E+00,-2.400000E-01
-6.434000E-02,-6.400000E+00,-3.200000E-01
-6.433600E-02,-6.400000E+00,-3.200000E-01
-6.433200E-02,-6.320000E+00,-2.400000E-01
-6.432800E-02,-6.400000E+00,-3.200000E-01
-6.432400E-02,-6.400000E+00,-3.200000E-01
-6.432000E-02,-6.400000E+00,-2.400000E-01
-6.431600E-02,-6.320000E+00,-3.200000E-01
-6.431200E-02,-6.320000E+00,-2.400000E-01
-6.430800E-02,-6.480000E+00,-3.200000E-01
-6.430400E-02,-6.320000E+00,-2.400000E-01
-6.430000E-02,-6.400000E+00,-3.200000E-01
-6.429600E-02,-6.400000E+00,-2.400000E-01
-6.429200E-02,-6.400000E+00,-3.200000E-01
-6.428800E-02,-6.400000E+00,-3.200000E-01
